Timestamp,Age,Gender,"Height (scale in cm, e.g. 183)",Where are you come from? (Country),Were your parents born from the same country as you?,How many language you speak at home to your family?,Religion denomination,Which academic field are you studying?,How many different countries have you lived in?,What is the temperature in degrees celsius right now?,Past intercultural experience: have you ever done one of the following international programs?,Indicate how strong you agree/disagree with the following sentence: [Q1. I enjoy being with people who have different values],Indicate how strong you agree/disagree with the following sentence: [Q2. I would rather work with someone who is like me than with someone who is different],Indicate how strong you agree/disagree with the following sentence: [Q3. I prefer being with people who have similar ways of thinking and values to mine],Indicate how strong you agree/disagree with the following sentence: [Q4. I often read and watch news about foreign countries],Indicate how strong you agree/disagree with the following sentence: [Q5. I have strong interest in international affairs],Indicate how strong you agree/disagree with the following sentence: [Q6. I often talk about situations and events in foreign countries with family and or friends],Indicate how strong you agree/disagree with the following sentence: [Q7. I am very interested in volunteer work in developing countries],Indicate how strong you agree/disagree with the following sentence: [Q8. I plan to be involved in international volunteer activities],Q1. People like you,Q2. Your national companies,Q3. Creation of jobs,Q4. Our quality of life,Q5. your national cultural history and traditions,Q6. your ability to learn about other cultures,Q7. Democracy and human rights,Q8. Maintaining cultural diversity in the world,Q9. The environment,Q10. Spread out COVID19,Q11. I have changed my opinion about the positive impact of globalization on humankind due to COVID19
April,32,9,179,TH,no,5,Do not belong to a any religion,Natural Science,5,21,Volunteer service,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,1,3,5,5,4,2,4,1,1,4,no
August,25,6,197,RU,no,1,Orthodox,Information and Communication Technologies,2,-2,Internship program,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,2,4,2,2,1,2,4,3,3,4,no
February,29,2,161,PL,yes,2,Other,Business & Admin and Law,5,6,None,Agree,Agree,,Disagree,Disagree,Disagree,Agree,Disagree,1,4,3,4,5,5,5,3,1,1,no
July,26,9,193,CN,yes,5,Don't know,Information and Communication Technologies,4,12,Internship program,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,1,1,2,3,2,3,5,4,3,5,yes
March,36,5,162,PL,yes,1,Do not belong to a any religion,Business & Admin and Law,3,19,Internship program,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,2,1,4,5,3,2,3,4,3,4,no
July,26,3,169,CN,yes,4,Don't know,Social Science,4,-3,Volunteer service,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,1,5,3,3,2,3,1,3,2,3,no
May,32,10,185,ID,yes,4,Don't know,Information and Communication Technologies,4,7,Volunteer service,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,2,4,3,5,2,3,4,4,3,4,no
June,27,5,185,ID,,4,Other,Mathematics and Statistics,3,3,Studying school abroad,Disagree,Strongly Agree,,Disagree,Agree,Strongly Disagree,Agree,,,,,,,,,,,,
March,24,6,166,DK,yes,,,Information and Communication Technologies,,,,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,3,3,2,4,2,4,1,3,2,2,no
July,20,5,188,PL,,5,Other,Social Science,2,11,Internship program,Disagree,Disagree,,Agree,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,
March,27,4,170,AR,yes,,,Business & Admin and Law,,,,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,4,2,3,2,4,2,5,5,2,1,yes
June,22,8,180,PL,yes,2,Roman Catholic,Information and Communication Technologies,5,27,Volunteer service,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,2,4,5,2,2,4,2,3,3,4,no
August,34,6,190,RU,no,,,Mathematics and Statistics,,,,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,2,5,3,2,5,4,3,5,4,4,yes
June,38,1,172,RU,no,4,Hindu,Mathematics and Statistics,5,11,Studying school abroad,,,Disagree,,Strongly Disagree,Strongly Disagree,Agree,Agree,3,3,4,3,2,4,5,3,2,4,no
March,,5,193,RU,no,5,Buddhist,Information and Communication Technologies,2,-5,Volunteer service,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,3,2,1,2,1,2,1,3,5,2,no
August,33,1,163,US,yes,5,Roman Catholic,Arts and Humanities,2,14,None,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,4,1,2,2,1,1,2,1,3,5,no
June,18,2,171,TN,no,5,Other,Business & Admin and Law,1,-4,Studying school abroad,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,1,4,4,5,2,2,4,5,4,3,yes
August,24,8,177,RU,,1,Buddhist,Arts and Humanities,1,0,Studying school abroad,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,,,,,,,,,,,,
August,18,6,187,PL,yes,1,Other,Business & Admin and Law,1,-1,Volunteer service,Agree,Disagree,,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,3,1,1,4,5,3,1,5,3,4,yes
February,,10,153,CZ,yes,5,Other Christian,Information and Communication Technologies,5,10,Internship program,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,5,4,4,1,2,5,5,2,4,1,yes
August,33,6,150,CN,,5,Protestant,Arts and Humanities,2,-4,Volunteer service,,,Strongly Agree,,Strongly Agree,Strongly Agree,Disagree,,,,,,,,,,,,
April,38,3,154,PH,no,3,Orthodox,Social Science,3,4,None,Disagree,Strongly Agree,,Disagree,Strongly Agree,Disagree,Agree,Agree,4,2,3,1,2,3,5,5,1,1,no
June,25,7,181,CN,yes,3,Protestant,Social Science,3,5,Studying school abroad,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,1,1,1,1,4,4,3,3,2,1,yes
March,35,3,181,SE,no,4,Protestant,Social Science,4,16,Internship program,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,2,3,3,5,3,1,1,5,5,4,no
May,26,10,150,BF,no,4,Do not belong to a any religion,Information and Communication Technologies,5,18,None,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,1,3,3,1,3,2,5,2,3,3,no
July,39,9,178,MM,no,5,Do not belong to a any religion,Mathematics and Statistics,1,5,None,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,3,4,5,5,5,3,2,2,3,2,yes
May,28,9,175,CN,no,3,Other Christian,Social Science,4,13,Studying school abroad,Strongly Agree,Disagree,,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,1,5,2,4,2,2,1,5,5,1,yes
August,26,1,168,HR,no,3,Other,Arts and Humanities,1,0,Studying school abroad,Strongly Disagree,Strongly Disagree,,Agree,Strongly Disagree,Disagree,Disagree,Agree,5,3,1,3,4,5,3,3,5,5,no
April,24,10,165,CN,yes,4,Buddhist,Social Science,1,17,Studying school abroad,Disagree,Disagree,,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,4,1,5,1,5,1,2,4,1,2,no
May,29,10,171,CN,no,5,Do not belong to a any religion,Social Science,1,0,Volunteer service,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,3,4,5,4,3,5,1,4,2,4,yes
May,35,2,193,CN,,5,Do not belong to a any religion,Arts and Humanities,4,-3,Internship program,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,,,,,,,,,,,,
February,18,5,200,PY,no,1,Roman Catholic,Social Science,5,7,None,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,2,5,1,5,4,2,3,1,3,4,no
June,36,10,166,JP,no,4,Hindu,Business & Admin and Law,2,15,Volunteer service,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,3,5,2,1,5,2,2,1,5,2,yes
February,33,7,182,KZ,yes,2,Other,Business & Admin and Law,5,2,Studying school abroad,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,5,5,2,3,5,1,5,1,5,5,yes
May,34,4,159,RS,yes,1,Protestant,Mathematics and Statistics,3,18,Volunteer service,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,4,4,1,3,4,3,5,3,2,3,yes
March,25,10,154,PH,no,3,Do not belong to a any religion,Social Science,3,16,None,Disagree,Strongly Disagree,,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,1,1,4,5,1,3,3,4,3,1,yes
May,30,1,158,MW,no,3,Hindu,Mathematics and Statistics,4,1,Studying school abroad,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,3,1,5,5,1,3,3,5,2,1,no
June,33,3,151,US,no,3,Roman Catholic,Information and Communication Technologies,2,14,Internship program,Strongly Disagree,Agree,,Agree,Disagree,Agree,Agree,Agree,1,3,1,2,3,2,4,5,5,1,no
July,40,1,188,PH,yes,3,Jew,Social Science,2,-4,Volunteer service,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,5,4,1,3,3,5,1,5,3,3,yes
May,31,2,189,SE,yes,2,Do not belong to a any religion,Information and Communication Technologies,2,16,Volunteer service,Disagree,Strongly Agree,,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,3,2,3,1,1,1,2,2,5,4,yes
June,20,8,181,BR,no,4,Orthodox,Information and Communication Technologies,4,16,Volunteer service,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,4,5,5,1,2,1,4,5,5,3,yes
March,,9,188,CN,yes,1,Do not belong to a any religion,Arts and Humanities,5,15,Internship program,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,4,5,5,5,3,3,5,1,2,5,no
February,34,1,175,ID,yes,2,Buddhist,Mathematics and Statistics,2,3,None,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,3,2,1,2,1,1,4,4,1,3,yes
February,28,7,157,BD,no,1,Jew,Natural Science,1,5,Internship program,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,1,5,5,3,1,5,1,1,1,3,yes
February,26,7,154,BS,yes,3,Hindu,Mathematics and Statistics,5,13,Studying school abroad,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,2,4,1,2,5,4,2,3,4,5,no
April,32,6,163,ID,yes,2,Other Christian,Information and Communication Technologies,4,19,Internship program,Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,4,3,5,2,4,4,5,4,3,3,yes
April,30,4,163,ID,yes,,,Social Science,,,,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,5,4,1,2,3,2,4,1,2,2,yes
May,37,2,158,TH,yes,1,Orthodox,Mathematics and Statistics,3,14,None,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,4,5,2,4,2,5,5,2,2,2,yes
April,32,7,174,PT,no,5,Jew,Social Science,1,20,Studying school abroad,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,1,4,1,2,1,1,3,2,5,3,yes
July,24,5,151,BR,yes,4,Protestant,Arts and Humanities,1,-4,Studying school abroad,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,2,4,1,3,1,5,1,1,4,3,no
July,34,6,163,PH,no,5,Roman Catholic,Mathematics and Statistics,4,26,Volunteer service,,,Agree,,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,3,2,5,2,5,1,3,2,5,2,no
April,27,4,165,NG,,3,Buddhist,Mathematics and Statistics,2,13,Studying school abroad,Agree,Strongly Agree,,Agree,Disagree,Strongly Agree,Agree,,,,,,,,,,,,
July,24,10,155,PA,yes,5,Roman Catholic,Arts and Humanities,5,25,Volunteer service,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,5,5,1,2,3,1,4,3,3,2,no
May,30,5,158,NG,yes,4,Don't know,Information and Communication Technologies,3,27,Internship program,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,4,1,5,1,2,4,1,2,5,5,yes
March,30,8,166,CN,no,1,Protestant,Information and Communication Technologies,4,15,Internship program,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,2,1,2,3,1,2,5,3,1,5,yes
August,27,9,183,CN,no,5,Jew,Information and Communication Technologies,2,1,Studying school abroad,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,1,3,3,5,1,4,1,4,4,2,yes
April,21,3,164,CN,no,3,Protestant,Business & Admin and Law,2,24,Internship program,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,3,3,1,2,2,2,1,2,3,5,yes
May,20,3,172,CN,no,2,Roman Catholic,Arts and Humanities,5,4,Internship program,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,4,5,5,3,3,1,3,1,1,4,yes
March,36,4,190,CA,no,2,Roman Catholic,Social Science,1,23,Studying school abroad,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,4,3,4,5,4,4,3,1,2,1,no
July,,2,184,CN,yes,1,Buddhist,Natural Science,3,25,None,,,Strongly Disagree,,Disagree,Agree,Strongly Agree,Strongly Disagree,1,2,5,4,5,5,1,2,4,3,yes
March,21,7,152,FI,no,5,Other,Business & Admin and Law,5,21,None,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,3,4,2,4,1,3,4,4,5,4,yes
July,22,7,158,CN,yes,1,Do not belong to a any religion,Information and Communication Technologies,2,-3,Internship program,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,1,3,3,5,3,3,1,4,3,3,yes
June,31,6,191,CN,yes,2,Other Christian,Social Science,1,27,None,Strongly Agree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,5,4,2,2,5,3,2,3,1,5,yes
February,25,10,199,ID,no,5,Don't know,Business & Admin and Law,5,-5,None,Disagree,Disagree,,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,2,3,1,3,5,1,4,2,2,4,no
March,40,9,183,CN,no,1,Jew,Information and Communication Technologies,1,13,Studying school abroad,,,Agree,,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,5,3,2,1,5,4,1,5,5,2,no
May,31,7,165,MX,yes,5,Orthodox,Arts and Humanities,3,11,None,Disagree,Agree,,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,5,3,5,5,4,1,5,2,2,5,no
February,39,9,192,ID,no,5,Do not belong to a any religion,Information and Communication Technologies,2,20,None,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,4,4,2,5,4,4,1,2,5,5,yes
June,33,10,163,FR,yes,2,Other Christian,Natural Science,1,12,None,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,2,1,1,3,4,3,3,4,2,4,yes
March,23,1,171,GT,yes,1,Buddhist,Natural Science,4,5,Internship program,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,5,1,4,2,2,1,4,3,1,3,no
March,30,8,199,YE,no,3,Buddhist,Arts and Humanities,1,22,None,,,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,1,1,1,1,2,3,3,5,1,3,yes
June,18,6,191,CN,no,3,Jew,Social Science,2,-2,Internship program,Strongly Agree,Agree,,Strongly Agree,Agree,Disagree,Agree,Agree,2,4,5,5,3,1,5,3,3,3,yes
July,33,6,190,FR,yes,5,Protestant,Natural Science,5,17,Volunteer service,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,5,4,3,1,4,1,1,5,5,4,no
June,38,5,174,SE,yes,3,Roman Catholic,Mathematics and Statistics,5,25,Studying school abroad,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,2,2,5,5,4,5,2,1,3,2,yes
February,31,8,151,RU,yes,4,Roman Catholic,Mathematics and Statistics,5,17,Volunteer service,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,4,3,4,4,4,5,3,5,2,3,yes
March,33,9,166,ID,no,1,Other,Natural Science,3,5,Studying school abroad,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,2,4,3,3,3,1,3,5,3,3,yes
August,30,5,188,IT,no,3,Don't know,Mathematics and Statistics,2,4,None,Agree,Strongly Disagree,,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,3,4,2,3,5,2,5,2,5,3,yes
July,40,8,162,UA,no,3,Roman Catholic,Arts and Humanities,5,22,Studying school abroad,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,2,1,1,3,4,2,2,5,4,3,yes
May,25,9,192,RU,yes,3,Orthodox,Arts and Humanities,3,-1,Volunteer service,Strongly Agree,Strongly Agree,,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,3,3,1,1,4,5,3,3,1,3,no
February,,3,193,EG,yes,3,Other,Business & Admin and Law,2,15,Internship program,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,5,1,2,1,1,2,2,5,5,4,yes
April,19,5,185,ZA,yes,2,Buddhist,Natural Science,3,6,Volunteer service,,,Agree,,Agree,Strongly Disagree,Agree,Strongly Agree,4,1,5,2,5,2,3,3,4,2,no
July,19,1,199,CN,yes,4,Don't know,Mathematics and Statistics,3,7,Internship program,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,1,3,2,3,4,3,4,1,1,4,yes
February,23,1,161,DK,no,4,Jew,Information and Communication Technologies,2,14,Studying school abroad,Agree,Strongly Disagree,,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,1,3,2,3,3,4,4,5,1,2,no
June,21,6,194,FR,yes,1,Hindu,Natural Science,1,11,None,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,5,5,3,1,5,4,3,4,2,1,yes
July,25,3,178,GB,yes,4,Don't know,Mathematics and Statistics,4,22,Studying school abroad,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,1,5,2,3,4,3,1,1,4,2,yes
June,40,1,198,CN,no,4,Other Christian,Social Science,5,2,None,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,2,5,2,2,1,1,1,4,1,4,yes
August,25,4,184,FI,yes,3,Protestant,Natural Science,5,26,Studying school abroad,Strongly Disagree,Strongly Disagree,,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,2,4,4,2,5,2,4,3,4,5,yes
March,18,6,168,MX,,4,Protestant,Information and Communication Technologies,5,18,None,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,,,,,,,,,,,,
July,37,10,184,BG,yes,3,Do not belong to a any religion,Information and Communication Technologies,1,15,Internship program,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,4,3,2,4,5,2,1,1,2,3,yes
March,24,7,199,PH,yes,2,Other,Arts and Humanities,3,0,Studying school abroad,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,4,5,4,2,4,2,4,2,4,5,no
August,40,7,196,CA,yes,4,Protestant,Social Science,1,17,Internship program,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,1,3,3,4,5,3,1,2,4,3,yes
March,39,7,170,CV,yes,3,Do not belong to a any religion,Natural Science,2,13,Volunteer service,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,1,1,2,5,3,4,2,1,4,1,yes
June,35,9,156,PT,no,5,Protestant,Natural Science,3,23,Volunteer service,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,4,5,1,4,3,5,1,5,4,2,no
March,26,6,196,BY,no,1,Roman Catholic,Mathematics and Statistics,4,1,Volunteer service,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,1,5,3,2,5,1,3,1,1,3,no
August,23,7,156,CN,no,3,Do not belong to a any religion,Social Science,5,5,Internship program,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,4,4,4,2,2,2,2,4,1,1,yes
June,22,7,183,ID,yes,3,Other Christian,Information and Communication Technologies,3,17,Internship program,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,2,5,1,5,5,4,1,4,3,5,yes
June,19,6,195,CN,,3,Buddhist,Arts and Humanities,1,17,Volunteer service,Disagree,Strongly Agree,,Disagree,Strongly Disagree,Agree,Strongly Disagree,,,,,,,,,,,,
April,20,6,171,MX,no,2,Do not belong to a any religion,Business & Admin and Law,4,7,Internship program,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,1,2,2,4,3,3,4,4,yes
April,19,9,179,CN,no,2,Orthodox,Business & Admin and Law,2,19,Volunteer service,Strongly Agree,Agree,,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,3,4,4,5,5,3,1,1,3,3,yes
February,24,5,158,CO,no,3,Other,Natural Science,4,22,None,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,4,2,1,3,3,1,5,3,1,1,yes
April,28,4,192,BR,yes,4,Roman Catholic,Business & Admin and Law,1,18,Internship program,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,2,3,2,5,2,5,1,5,2,3,yes
February,21,1,155,BA,yes,1,Jew,Natural Science,4,2,Studying school abroad,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,4,1,3,4,5,3,3,4,1,5,yes
July,18,9,156,ID,no,,,Social Science,,,,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,3,4,2,3,4,4,5,1,5,4,no
May,39,9,188,PH,no,4,Other Christian,Arts and Humanities,5,3,Internship program,Disagree,Disagree,,Agree,Agree,Agree,Disagree,Strongly Agree,2,4,3,5,4,4,5,5,3,3,no
March,,10,180,FI,yes,4,Do not belong to a any religion,Social Science,3,22,Internship program,Agree,Disagree,,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,2,5,1,2,1,3,3,5,2,2,yes
March,40,6,170,ZA,yes,1,Jew,Natural Science,5,-5,Internship program,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,1,3,4,2,1,3,4,1,4,1,no
May,40,4,154,US,no,5,Other,Social Science,4,24,None,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,3,1,2,3,5,1,2,1,1,3,yes
May,23,4,154,EG,no,2,Don't know,Information and Communication Technologies,2,16,Studying school abroad,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,1,1,5,2,2,1,3,4,4,4,yes
July,33,6,162,CN,yes,3,Orthodox,Social Science,1,15,Internship program,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,3,5,1,5,4,5,4,1,1,4,yes
August,24,10,185,ID,yes,3,Protestant,Information and Communication Technologies,1,4,Volunteer service,Agree,Agree,,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,3,1,1,2,4,5,1,4,3,2,yes
April,35,4,151,CN,no,4,Don't know,Social Science,2,14,Studying school abroad,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,1,2,2,4,1,1,3,2,3,3,yes
July,39,6,155,PT,no,2,Roman Catholic,Mathematics and Statistics,4,26,None,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,3,5,1,1,4,2,5,5,2,3,yes
June,29,7,163,FI,no,2,Do not belong to a any religion,Mathematics and Statistics,3,25,Internship program,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,2,5,4,2,4,5,3,4,2,4,no
May,40,1,184,ID,,3,Hindu,Social Science,3,-3,None,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,,,,,,,,,,
August,,9,196,FR,yes,5,Jew,Mathematics and Statistics,1,4,Volunteer service,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,3,2,3,1,4,1,2,4,2,4,no
August,,3,156,RU,,1,Other Christian,Arts and Humanities,2,-2,None,Strongly Agree,Strongly Agree,,Strongly Disagree,Disagree,Disagree,Strongly Disagree,,,,,,,,,,,,
August,25,2,185,CN,no,1,Other,Mathematics and Statistics,1,25,Volunteer service,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,5,2,4,5,1,1,5,3,2,4,yes
May,34,2,158,FR,yes,4,Other,Information and Communication Technologies,5,27,Volunteer service,,,Disagree,,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,1,3,5,5,5,5,4,5,1,5,no
June,26,8,191,LA,yes,3,Hindu,Arts and Humanities,3,-2,None,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,2,2,4,2,3,1,3,3,1,3,no
February,25,8,178,PL,no,1,Do not belong to a any religion,Mathematics and Statistics,3,14,Studying school abroad,Strongly Agree,Strongly Disagree,,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,3,3,5,5,4,1,5,4,2,2,no
August,,4,162,PT,yes,2,Other,Information and Communication Technologies,5,18,Studying school abroad,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,2,3,5,3,5,5,2,5,4,5,no
February,32,3,177,BR,no,4,Buddhist,Mathematics and Statistics,5,24,Volunteer service,Disagree,Strongly Disagree,,Agree,Agree,Strongly Disagree,Disagree,Agree,2,5,4,5,4,1,5,3,2,2,yes
